,tweet,label
56,jadi ada thr tapi dari apbd yang punya kuasa takut kalau kalau di garis bawah sama kpk dan jadi mereka gagal dapat thr tahun ini kok bisa begitu ya buk tri bilang aman yang lain takut,0
57,tolong bantu saya kenapa ya lptop saya sudah kali kok tidak bisa buka dokumen pasti not responding padahal sudah pernah bawa ke hp center moga apakah lptop saya masuk produk gagal atau gimana beli maret dan kalau gin terus kan jadi jgkel sendiri,0
58,ini sudah masuk ke proses jual tapi pas buka detail ko malah gin apakah produk sedang proses atau proses tanggal,0
59,semen indonesia belum nambang loh di rembang malah ada usaha yang lokasi hanya meter dari areal tambang semen tidak pernah protes dan ini sudah tahun lama kenapa kok pas semen protes,0
60,siapa yang bilang punya anak senang terus sodorin anak yang tantrum karena ngantuk tapi tidak mau tidur istigfar kencang,0
61,rasa oon ketika tahu sesuatu dan tidak boleh di bicara ke orang lain nah lalai malah balik jadi malah rubah siklus dan alur waktu yang harus itu jadi,0
62,punya sahabat cowok nih tapi sering nya tidak konsisten terus sering bohong lagi kenapa sih sudah kali dimarahin karena sering bohong tapi tidak mempan juga apa kodrat suka bohong apa gimana,0
63,kalau tahu ada libur panjang - selain lebaran - tuh rasa ingin cepat gendong cerrier pakai sepatu terus pergi ketemu alam dan damai dengan,1
64,siapa bilang kafir gabung sama khilafah bro jangan alih isu anda itu siapa selundup dari kaum bumidatar se-olah pro pancasila,0
65,btw doa restu orang tua itu memang giling ya pas sudah mentok cari literatur tambah temu saja dong di rumah padahal dari kemarin sudah panik kudu pesan dari banyumas apakah ini berkah ramadan,1
66,salah satu contoh tidak tahu terima kasih padahal datang pas sudah kenal pi wannaone ckckckc yang dulu juang siapa jawab sendiri ma ko deh wanna one s swing entertainment warns legal action against fansite masters via,0
67,dari pgi rasa sakit perut kirain mau haid sudah beli kiranti pas di cek malah kaga ada tolong atulah haid sekarang saja biar bisa ikut solat ied,0
68,turut duka cita buat kawan a cak moga keluarga yang di tinggal a bisa di beri sabar amp meridoi pergi alm,0
69,jaring mati ya tidak bisa buka mobile jkn saya mau ke puskesmes terus piye mau tunjuk kartu elektoniknya,0
70,kamu belum lahir atau belum sekolah bong saya rasa atau bapak kamu pki bong bandit rampok atau jenis yang menganggu orang banyak pak soeharto bilang kejam hanya oleh orang pki bandit rampok bong bong bongakkk,0
71,bagi yang dulunya usaha terus sekarang jadi karyawan macam saya pasti bawaannye ingin usaha lagi tidak ada yang ngatur flexible lebih banyak duit faaak,0
72,salah satu efek rapi sama bom bagi orang yang mau bikin event negara lain takut ke jogja dan indonesia karena jadi saya lagi ada event internasional dan beberapa negara belum konfirmasi karena takut sama rapi sama teror juga moga rapi lekas reda moga tidak ada bom lagi,0
73,baik gubernur anies baswedan mosi tidak percaya biar lengser,0
74,kaum oposisi tidak bikin geger-an di media masuk medsos ketika rupiah kuat musim ribut khusus waktu jadi lemah saja dengan salah semua kepada presiden,0
75,lagi puasa tapi dari pagi sudah kesana kemari mmbawa alamat eh ayuting kali enggk ding ini kenapa siang tetangga sbelah goreng telur yah kan bau sampai idung saya hikss piye sih mbak,0
76,heee saya kemarin ngeliat hoak tetang pohon plastik pertama kali dari akun anda ygdisebarkan lewat facebook ini bukan saja nol besar tapi skaligus nonjok muka junjung sdr terima kasih,0
77,min ini gimana kurir salah kirim malah ke alamat orang terus tanggung jawab gimana tolong respon cepat thanks,0
78,ini pas sekali saya habis baca buku ada bule pdkt bilang cariin rumah sama mobil dicariin mobil sama rumah mewah si bule oke dan niat kirim uang sekitar jt tapi pakai pos bilang sama hadiah lain tapi tidak masuk akal kirim yang banyak itu pakai pos,0
79,masalah itu uang buat konsumsi buka puasa bareng anak yatim yang harus bayar ke katering,0
80,niat ke masjid sholat nya di lantai harap bisa obob manja karena biasa tidak banyak yang solat sini fact fullhouse mpe shaf belakang selamat tinggal,0
81,paling excited kalau bicara sama orang kreatif siap saja kalau bakal cengang sama ide mereka yang mungkin belum pernah pikir oleh oh iya kenapa saya baru pikir,1
82,miris cipta karya dengan susah payah yang uras pikir tenaga waktu dan materi kalah oleh oknum yang jiplak dan atau dar terima beres manfaat karya orang lain dengan gimmik dan sensasi gimana turut,0
83,belah mana stereotyping-nya dari nyata saya coba tunjuk siapa tahu saya salah bicara bagus dong kalau banyak yang kecam makin banyak makin dengar suara untuk benar makin bagus kalau benar tapi kalah keras sama yang salah itu yang harus atas,0
84,tipikal cowok menye menye sangat ini paling tidak bisa ajak argumen salah orang dan keluh terus ini manusia maha sempurna pen ngatain goblok tapi puasa,0
85,tiada henti ny saya ucap syukut alhamdulilah sekarang saya bisa uang jadi panitia kemarin alhamdulilah trmkah kamu bri brlmpah meski tak sbrpa inysllh lma mmbukit amn,1
86,kamu mau bicara apa kayak kamu dendam kepada anies pernah sakit olh gub anies salah apa anies kepada kamu kenapa dendam kamu klmpok dki yang tidak puny gub anies bukan pada tempat kamu maki anies salah,0
87,ketika di group keluarga sudah pada bicara mudik duuh ingin mudik tapi apa daya suami libur cuma hari dari hari h lebaran itu juga kalau tidak di telepon suruh masuk tahun lalu malah habis sholat eid langsung kerja,0
88,orang yang pernah kalah dalam tarung politik sulit untuk bisa sembuh karena mereka tidak bisa raih impi dan sudah hilang banyak harta,0
89,nggada sinyal di rumah buat banyak berfikir berfikir saja tapi pikir ke mana mana random tapi pasti ada dia,0
90,ada kabar kasus tuduh chat mesum hadap imam besar habib rizieq sudah henti mohon bantu doa moga benar ada moga suci ramadhan buka mata hati bapak kita yang sidik amin,0
91,jangan ngecengin saya lagi ya gaes orang ini sudah ada blog juga ya walaupun nulisnya tidak jam dinihari sih,0
92,cari orang yang selalu sudut ansor sabar itu bagus tapi kalau terus terus fitnah salah jangan tinggal diam saat,0
93,halohaa selamat siang denise sudah pulang sekolah belum nih jangan lupa makan siang ya oh iya gimana sudah sehat kan kamu kalau memang masih kurang sehat ya banyak istirahat saja sekarang kakak selalu nunggu kok tweet dari k,1
94,itu lah bodoh mu bong suruh baca tidak mau baca pbb cikal bakal dari masyumi pbb keluarga besar bulan bintang masyumi dasar bong,0
95,mudah an sudah terupload semua belum z mudik karena fans modal quota pun butuh daerah dengan jaring yang bagus hiksss hitung jam juga br slsi kalau z mau download ini di rumah pi,0
96,orang dukung khilafah memang harus di black mail,0
97,jangan sok akrab ye mention mention saya maling dulu saja yang benar nanti kalau sudah sukses jadi malingnye baru saya balas mentionan kamu lu pada,0
98,alhamdulillah prof telah bicara malam di adem rasa moga bawa berkah amin yaa rabbal aalamiin,1
99,keren kira masih ada tidak yang bilang pak anti-islam triliun hektar jadi kampus rujuk islam dunia kelas al-azhar belum lagi proyek ponpes madrasah masjid dan fasilitas ummat lain kalau ada yang masih bilang beliau an,1
100,saya kan datang untuk tanya kemudian bicara tuh sama mba mba help desk tapi saya tetap tidak ngerti karena tidak dapat jawab yang jawab tanya saya terus mbanya lama lama agak emosi yaudah makin tidak jawab dong terus saya pulang,0
101,sering tuh saya digituin pas kalau baru ketemu apsara lagi kok awat makin banyak makin gendut saja sih wah senyum saja iya in saja dalam hati bacot kamu anjing,0
102,kalau sifat buruk mungkin bisa rubah dengan tambah umur atau ubah ada kalau biasa buruk mungkin sulit ya karena macam sudah jadi hobi begitu tidak sih,0
103,desa bejubelan di krl adalah salah satu goda dalam puasa apalagi d depan nya ada wanita cantik sambil kunyah tahu gejrot hehe,0
104,nyata cuma slogan saja telah dkomplen nyata dbatalin pihak dan nama besar itu tidak jamin profesional ya terus nyampein ke pihak official store kalau saya yang batalin padahal samsek tidak saya batalin jadi sekarang saya sudah tahu kal,0
105,birthday to us and th anniv wkwkwk bentar lagi kita putus huhu saya harus cari pacar baru,1
106,terus baca komentar nya pada bilang kalau musik itu haram dan bla bla nah sini saya tahu kalau fanatik kan memang tidak boleh tapi kalau dar suka begitu gimana,0
107,rabu - - anakbujangku selesai tempuh didik di tk bhakti ibu bakauheni eit nyata ia dapat piala jugak hehehe,1
108,saya hidup zaman presiden hebat yaitu soeharto beliau buat aman dan tenang untuk masyarakat tetapi tidak tenang untuk kaum pki kaum rampok kaum bandit kaum yang ingin jadi jabat negara tapi otak kosong hanya kaum itu yang tidak suka bapak soeharto,0
109,sama segenap dewan guru terimakasih telah bimbing anak kami lama ini bu moga ibu semua mudah segala urus dan ilmu yang ibu ajar jadi amal jariah yang pahala akan terus alir ke ibu lama,1
110,saya memang cuek sih sangat bgt malah tapi kalau ada yang buat risih atau tidak nyaman ya hati saja lah pokok jangan sampai saya ajak nongkrong breng,0
111,bagi anda anda yang anugerah gigi rapi dari lahir syukur karena pakai behel nyata lebih sakit daripada sakit hati,0
112,alhamdulillah pie di rsup kariadi ini benar urus jadi sudah tidak panas tinggi lagi soal langsung kasih paracetamol yang botol,1
113,lihat sudah terlalu banyak project yang jatohnya malah jadi scam dan fraud asli saya ingin coba deh bawa mereka sama creator creator mereka yang sudah bawa kabur duit banyak orang masuk saya ke ranah hukum indonesia,0
114,soal via vallen saya sepakat sama nikita mirzani jangan lebay kalau tidak suka di itu tinggal tolak dan block itu orang jangan di share jadi konsumsi publik kek ingin tampil polos tak dosa gimana gituu,0
115,baru ngerusuh di balai desa terus pas mau pulang tadi bu lurah tanya mba ulfah itu teman yang satu ke mana sih kok tidak lihat hah teman saya buk o o bu lurah iya yang biasa bareng dari senin tidak berangkat lho wait dari senin,0
116,mba pps tuh pasti ada apa mba ulfa juga pasti rasa ini kok tidak ada sebentar sebentar dia kenapa lagi sih dari senin tidak berangkat bikin khawatir saja t t,0
117,aduh ini lagi satu cewek yang sudah pikir jahat jari jari jahat nikmat heh mbak memang nyanyi dangdut itu auto lonte lonte juga bisa kena sexual harassment mbaaaak,0
118,kamu ngapa si galau terus kamu kalau galau banyak diam kalau lagi senang tidak bisa diam mangat dong kak nanas senang itu bisa nularin ke orang loh wkwk,0
119,sudah juta kali bong kasih tahu pak harto hanya kejam pki bandit rampok kamu turun kelompok mana bong hahahahaha,0
120,sebentar lagi ketemu krucil-krucil ponakan yang gemesin sekali suka nya minta main antem seru sih meski ya resiko pada gel nanti sedikit sambil ngajarin hitung agar lagi nanti pas masuk sekolah,1
121,lalu bagaimana dengan negara mereka akan hilang banyak dapat dari cukai rokok hutang negara akan makin banyak ah itu kan hanya benar saja coba lihat ini bagaimana apa dapat masih sama,0
122,eh tapi numbuhin brewok juga buat nyenengin diri sendiri sih compliment dari sama cowok bonus lah tapi tidak rawat sedikit langsung tumbuh liar atau gatal sekali,0
123,kost deket kantor datang paling telat terus kalau siang tidur pula selonjor di sofa teman kantor kaya gin memang perlu dikatain tahi sih,0
124,si ini tidak bisa enak dewe lepas tanggung jawab ke backers cuma dasar toc antara kickstarter selaku sedia platform crowd-funding creators dan backers toc tetap tunduk ke hukum yang laku di governing law si toc saya mau cari legal loophole nya,0
125,ada anak sma habis pisah atau macam wisuda sekolah foto bareng sama temen-temennya jawat dengan pakai kebaya lalu di post di ig dengan caption nanti siapa ya yang bakal nikah duluan ku langsung tunduk lesu dan seraya ingin minum extra joss jancuk,0
126,awak sih jadi orang slow mau di omongin a to z asal ale banyak makan tidak cranky berat naik sudah bahagia masalah apa jadi kayak tidak ada ibu sangat sih sekarang,1
127,ganti presiden siapa takut hanya siapa calon apa si doi yang onoh ih tidak syudih,0
128,para tipu kasihan ibukota negara saya di pimpin sama mereka yang haus jabat tanpa penting rakyat tahi buat,0
129,pergi antar sama teman tidak bawa hp sudah janji biar jemput jam tengah karena saya tidur dan yang jemput tidak nongol bingung mau bagaimana akhir jalan kaki kamu siang bolong ngeri kali lahh vanashh syekaleh vemirsyahh,0
130,iya kamu laki sang ambil putus tapi kan saya juga ingin anggap ajak diskus minta dapat ajak cari jalan keluar atau sekadar tenang cemas saya ini ada jangan hidup sendiri,0
131,akhir ingin kata juga saya tidak mau sakit kenapa migrain ini harus datang saat lagi banyak nya masalah yang butuh tenaga mikir apalagi bentar lagi harus mudik ya allah kenapa coba,0
132,ingin cerita dari kemarin tidak sempet beberapa hari yang lalu tarawih di masjid tidak konsentrasi sekali posisi lagi apes gimana tidak posisi solat di shaf depan ada mas pakai sarung terus sarung nya nyeplak pantat pas sekali ketat kampret pen bahak tapi lagi solat syit,1
133,congratulation moga lancar dan dapat sempat pandang orang orang di panggung break a leg,1
134,tidak jamin deh tapi gana pak police siap tidak kerja tanpa pungli dan jenis korup pungli itu bagai addicted sekali coba enak tambah lagi deh,0
135,looh kok rendah semangat lindung perempuan sih justru jadi cewek itu kudu tegas dan galak sama laki kek begitu di block saja sudah ngapain di share sampai se indonesia tahu,0
136,sudah minggu tidak ada kabar wkwkwkwk aku sibuk urus rapot sama ijazah anak terus tidak tanya kabar dia juga lama minggu sahabat macam apa kamu,0
137,haaaa syabar ajaaa bom waktu buat ikutttt perintah ajanihhh yang tumben kasih libur kepanjangaaannnnnn,0
138,mohon jangan paksa saya buat include mana harap sopan dan jelas kalau mau bo jangan labil tidak jelas will be block tentu saja yang sudah taatin rule saya utama,0
139,buka tidak pernah di amandemen cebong busuk atas berkat rahmat allah yang maha kuasa kamu baca buka uud situ semua dasar negara r i bong o memang bongak,0
140,apa sih susah apresiasi sedikit saja sama apa yang sudah dilakuin oranglain dengan kasih hak nya tepat waktu kira gap butuh kali ya gilir masalah kerja no mau lagi ijin libur tetap ae hajar terus ketjewalah saya,0
141,ya tutup mata karena jabat bukan cuma pintar tapi tahu etika masa dalam satu kabinet main nyerang berani y berani tapi etika mana memang kabinet gundul,0
142,ngapain pada ramai mikir cari baju lebaran memang harus ya kalau saya mah tiap hari pakai baju lebaran soal kalau pakai baju sempit ngaaap,1
143,lewat tengah hari moga hari senang ya yuk semangat,1
144,saya itu biasa beli shopee pakai atm manual asal cocok jumlah di verifikasi otomatis eh ini enak jadi teledor pakai akun sepupu saya malah tidak otomatis pesanannnya kecancel ya allah malih saya kapan ya henti goblok,0
145,kayak saya kalau shopee memang jangan nitip akun orang deh mau irit ongkir apa bagaimana dulu nitip firsta pesan lenti donghan yang datang boneka pokemon,0
146,terima kasih teman hmj d awat stikes al irsyad cilacap sudah bagi bahagia sama mbah kakung dan mbah putri,1
147,saya tidak suka tidak senang sama yang nama maling cuma saya juga tidak senang kalau maling digebukin sampai bonyok sekali apalagi sampai bakar dan bunuh,0
148,manusia rakus bunda menteri sudah advokat rampok juga banyak tahu rahasia negara waktu di istana sama orba bandit bingit,0
149,pln memang php surat edar maintain daerah a sampai jam tapi skg sudah jam listrik belum hidup juga kalau telat sedikit bayar tagih langsung denda ini kalau mati listrik terus dapat potong tidak,0
150,bagai supporter saya tidak suka barca tapi bagai cinta sepakbola saya suka ini film keren lahhh,1
151,konyol sangat mbak komentar anda main ignore saja kira hal begitu sepele sekali dia tidak nyaman makanya di publish biar kasih ajar buat orang yang mau punya niat goda biar tidak nerusin niat kalau tidak ingin di permaluin reminder juga bua,0
152,fahri aktivis nol isi mana reformasi mu tidak rubah apa kecuali koar koar bebas di negeri mustinya golkar kamu bubarin harto turun golkar lenggang jaya kata amien raisa bodoh,0
153,thread ini sembah oleh wanita yang permisif hadap leceh yang alami wanita lain dengan alas jadi seperti itu banyak jadi dan tidak ada yang adu khanmaen,0
154,ada yang lebih geli ketimbang kasus sexual harassment yang timpa via vallen para politis amp partai politik manfaat bagai panggung tunjuk dengan dalih bela korban,0
155,ko si drummer ini lucu sih muka kek tengil tapi ngegemesin terus mulai dibiasin receh itu saya punya bias,1
156,macet parah di kemang belah mobil saya parkir gerobak mie ayam yang luar biasa gugah selera padahal baru ngeliat gerobak saja,0
157,pernah ngomel karena diginiin terus bang ojolnya malah nyolot bilang kalau ikut macet jalan normal saya yang rugi neng bensin jauh mba muter balik rugi saya wth,0
158,happy birthday my ly wife amie amoy wish kamu all the best moga selalu ada dalam lindung swt panjang umur senantiasa bahagia sama keluarga dan kerabat sehat selalu makin banyak rejeki dan selalu jadi wanita yang hebat bagi keluarga amin,1
159,satu yang mana bong hahaha habibie copot jabat pak prabowo itu ulah si wiranto karena wiranto pakai habibie kembali jadi pangab tragedi itu yang harus tanggung jawab pangab bong bongak yang tembak polisi,0
160,baik kalau soal ham mau tanya koruptor waktu maling mikirkan hak orang lain tidak koruptor itu sendiri adalah langgar ham cuma koruptor yang bela koruptor politis bebal,0
161,kamu belum lahir bong tanya sama mak mu biar jelas pki itu zaman soekarno bong lanjut ke orba lalu di basmi bisa jadi salahsatunya keluarga ya,0
162,jangan di viralkan nanti oposisi yang biasa nyinyir kejang sakit jantung kalau sakit hati memang sudah kronis sulit untuk sembuh,0
163,bahak saya liat wkwk,1
164,saya coba hubung yang di cakung dan minta di saya balik untuk tanya prosedur beli sudah hari sejak jumat tidak difollow up apakah demikian service maksindo,0
165,teman nya laki saya almh th tinggal waktu pda hidup ngintil saja mana laki alh saya mlangkah ngikut suka nlpon nelpn kantor panjang katakata nya suami almh waktu jatuh cinta kasihan tidak bisa dtang di rmah duka rs husada orang nya senang tertawa comblang laki ku hdhhh sedih,0
166,woah buat urus fitnah dimusuhin bikin tidak mau sekolah gara tidak ada yang mau temenan trauma tiap minggu malam karena besok pagi sekolah bikin malu depan banyak orang saya sudah lewat itu semua,0
167,rencana tidak pulang mau garap project nyata tidak sentuh sama sekali tahu gin mah pulang weh dari minggu kemarin hm hikmah ramadhan mungkin memang perlu lewat ini yah buat ajar saja,0
168,turut dia tindak itu bukan leceh seksual benar kan kata saya ilmu pada tidak dapat jadi tidak ngerti deh apa apa saja yang masuk leceh sexual,0
169,dear saya kirim dokumen penting dari jakarta - sby makanya saya pakai yes kirim senin juni harus sampai selasa juni sekarang sudah hari rabu kenapa belum sampai juga kan bikin esmosi saya sudah bayar lebih pakai yes kenapa tidak sampai hari no resi saya,0
170,yaelahh anda pasti dari partai sapi kurang kelon anda junjung anda kaga punya nyali kalah sama ahok berani hadap kasus lebaran telah tiba jik pulang atau kaga ada peler,0
171,ada mama murid yang rikues anak masuk di kelas saya di saat yang sama banyak murid yang hopeless ketika tahu bakal masuk di kelas saya karena rumor yang edar saya guru galak,0
172,siapa yang laku itu ke saya ya teman yang mostly adalah perempuan juga sudah tidak heran ngeliat perempuan dijahatin sama perempuan saya pun alami,0
173,tapi sekarang ini entah sejak kapan pikir saya ubah kalau saya pikir untuk share hal yang gila saya akan pikir x untuk tulis di twitter ig kenapa jempol netizen tak bisa kalah,0
174,nah yang terlalu adl kalau ada pjbt eselon yang salah kan laksana atas suatu salah dokumen yang dia ttd paraf istilah tidak mau salah padahal tugas jabat itu y neliti dokumen belum dittd paraf dan tgjawab atas isi,0
175,jadi kaya balik begitu dulu socmed jadi escape buat saya ekspresiin gila sekarang hubung socmed jadi lebih seram dari dunia nyata eh jadi dunia nyata yang saya jadi escape dari socmed,0
176,nama juga sengkuni pak janji mau jalan kaki jogja - jakarta juga tidak penuh sengkuni sengkuni,0
